Year,Sex,States,Count,topicdesc,measuredesc,response,data_value,age_group
2018,Female,Alaska,52,Cigarette Use (Adults),Smoking Frequency,Every Day,75.9,25 to 44
2018,Female,Alaska,235,Cigarette Use (Adults),Smoking Frequency,Every Day,75.9,45 to 64
2018,Female,Alaska,172,Cigarette Use (Adults),Smoking Frequency,Every Day,75.9,65+
2018,Female,Alaska,52,E-Cigarette Use (Adults),User Status,Former,16.5,25 to 44
2018,Female,Alaska,235,E-Cigarette Use (Adults),User Status,Former,16.5,45 to 64
2018,Female,Alaska,172,E-Cigarette Use (Adults),User Status,Former,16.5,65+
2018,Female,Alaska,52,Smokeless Tobacco Use (Adults),User Status,Current,2.0,25 to 44
2018,Female,Alaska,235,Smokeless Tobacco Use (Adults),User Status,Current,2.0,45 to 64
2018,Female,Alaska,172,Smokeless Tobacco Use (Adults),User Status,Current,2.0,65+
2018,Female,Alaska,52,E-Cigarette Use (Adults),User Status,Never,79.0,25 to 44
2018,Female,Alaska,235,E-Cigarette Use (Adults),User Status,Never,79.0,45 to 64
2018,Female,Alaska,172,E-Cigarette Use (Adults),User Status,Never,79.0,65+
2018,Male,Alaska,0,Cigarette Use (Adults),Smoking Frequency,Every Day,67.4,25 to 44
2018,Male,Alaska,0,Cigarette Use (Adults),Smoking Frequency,Every Day,67.4,45 to 64
2018,Male,Alaska,0,Smokeless Tobacco Use (Adults),User Status,Current,9.4,25 to 44
2018,Male,Alaska,0,Smokeless Tobacco Use (Adults),User Status,Current,9.4,45 to 64
2018,Male,Alaska,0,Cigarette Use (Adults),Smoking Status,Former,25.7,25 to 44
2018,Male,Alaska,0,Cigarette Use (Adults),Smoking Status,Former,25.7,45 to 64
2018,Male,Alaska,0,Cigarette Use (Adults),Smoking Frequency,Some Days,32.6,25 to 44
2018,Male,Alaska,0,Cigarette Use (Adults),Smoking Frequency,Some Days,32.6,45 to 64
2018,Male,Alaska,0,Smokeless Tobacco Use (Adults),User Status,Not Current,90.6,25 to 44
2018,Male,Alaska,0,Smokeless Tobacco Use (Adults),User Status,Not Current,90.6,45 to 64
2018,Male,Alaska,0,Cigarette Use (Adults),Smoking Status,Never,53.6,25 to 44
2018,Male,Alaska,0,Cigarette Use (Adults),Smoking Status,Never,53.6,45 to 64
2018,Male,Alaska,0,E-Cigarette Use (Adults),User Status,Current,7.6,25 to 44
2018,Male,Alaska,0,E-Cigarette Use (Adults),User Status,Current,7.6,45 to 64
2018,Male,Alaska,0,Cigarette Use (Adults),Smoking Status,Current,20.8,25 to 44
2018,Male,Alaska,0,Cigarette Use (Adults),Smoking Status,Current,20.8,45 to 64
2018,Male,Alaska,0,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,53.5,25 to 44
2018,Male,Alaska,0,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,53.5,45 to 64
2018,Male,Alaska,0,E-Cigarette Use (Adults),Frequency of Use,Every Day,34.8,25 to 44
2018,Male,Alaska,0,E-Cigarette Use (Adults),Frequency of Use,Every Day,34.8,45 to 64
2018,Male,Alaska,0,E-Cigarette Use (Adults),Frequency of Use,Some Days,65.2,25 to 44
2018,Male,Alaska,0,E-Cigarette Use (Adults),Frequency of Use,Some Days,65.2,45 to 64
2018,Male,Alaska,0,E-Cigarette Use (Adults),User Status,Never,70.5,25 to 44
2018,Male,Alaska,0,E-Cigarette Use (Adults),User Status,Never,70.5,45 to 64
2018,Male,Alaska,0,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,46.5,25 to 44
2018,Male,Alaska,0,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,46.5,45 to 64
2018,Male,Alaska,0,E-Cigarette Use (Adults),User Status,Former,21.9,25 to 44
2018,Male,Alaska,0,E-Cigarette Use (Adults),User Status,Former,21.9,45 to 64
2017,Female,Alaska,48,E-Cigarette Use (Adults),User Status,Former,17.2,25 to 44
2017,Female,Alaska,209,E-Cigarette Use (Adults),User Status,Former,17.2,45 to 64
2017,Female,Alaska,144,E-Cigarette Use (Adults),User Status,Former,17.2,65+
2017,Female,Alaska,48,Cigarette Use (Adults),Smoking Status,Current,17.1,25 to 44
2017,Female,Alaska,209,Cigarette Use (Adults),Smoking Status,Current,17.1,45 to 64
2017,Female,Alaska,144,Cigarette Use (Adults),Smoking Status,Current,17.1,65+
2017,Female,Alaska,48,Cigarette Use (Adults),Smoking Frequency,Every Day,61.4,25 to 44
2017,Female,Alaska,209,Cigarette Use (Adults),Smoking Frequency,Every Day,61.4,45 to 64
2017,Female,Alaska,144,Cigarette Use (Adults),Smoking Frequency,Every Day,61.4,65+
2017,Female,Alaska,48,Cigarette Use (Adults),Smoking Status,Former,21.6,25 to 44
2017,Female,Alaska,209,Cigarette Use (Adults),Smoking Status,Former,21.6,45 to 64
2017,Female,Alaska,144,Cigarette Use (Adults),Smoking Status,Former,21.6,65+
2017,Female,Alaska,48,Smokeless Tobacco Use (Adults),User Status,Not Current,98.3,25 to 44
2017,Female,Alaska,209,Smokeless Tobacco Use (Adults),User Status,Not Current,98.3,45 to 64
2017,Female,Alaska,144,Smokeless Tobacco Use (Adults),User Status,Not Current,98.3,65+
2017,Female,Alaska,48,Cigarette Use (Adults),Smoking Frequency,Some Days,38.6,25 to 44
2017,Female,Alaska,209,Cigarette Use (Adults),Smoking Frequency,Some Days,38.6,45 to 64
2017,Female,Alaska,144,Cigarette Use (Adults),Smoking Frequency,Some Days,38.6,65+
2017,Female,Alaska,48,Cigarette Use (Adults),Smoking Status,Never,61.2,25 to 44
2017,Female,Alaska,209,Cigarette Use (Adults),Smoking Status,Never,61.2,45 to 64
2017,Female,Alaska,144,Cigarette Use (Adults),Smoking Status,Never,61.2,65+
2017,Female,Alaska,48,E-Cigarette Use (Adults),User Status,Current,3.1,25 to 44
2017,Female,Alaska,209,E-Cigarette Use (Adults),User Status,Current,3.1,45 to 64
2017,Female,Alaska,144,E-Cigarette Use (Adults),User Status,Current,3.1,65+
2017,Female,Alaska,48,E-Cigarette Use (Adults),User Status,Never,79.7,25 to 44
2017,Female,Alaska,209,E-Cigarette Use (Adults),User Status,Never,79.7,45 to 64
2017,Female,Alaska,144,E-Cigarette Use (Adults),User Status,Never,79.7,65+
2017,Female,Alaska,48,Smokeless Tobacco Use (Adults),User Status,Current,1.7,25 to 44
2017,Female,Alaska,209,Smokeless Tobacco Use (Adults),User Status,Current,1.7,45 to 64
2017,Female,Alaska,144,Smokeless Tobacco Use (Adults),User Status,Current,1.7,65+
2017,Male,Alaska,0,Smokeless Tobacco Use (Adults),User Status,Current,11.2,25 to 44
2017,Male,Alaska,0,Smokeless Tobacco Use (Adults),User Status,Current,11.2,45 to 64
2017,Male,Alaska,0,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,48.5,25 to 44
2017,Male,Alaska,0,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,48.5,45 to 64
2017,Male,Alaska,0,E-Cigarette Use (Adults),User Status,Former,25.4,25 to 44
2017,Male,Alaska,0,E-Cigarette Use (Adults),User Status,Former,25.4,45 to 64
2017,Male,Alaska,0,E-Cigarette Use (Adults),User Status,Current,3.8,25 to 44
2017,Male,Alaska,0,E-Cigarette Use (Adults),User Status,Current,3.8,45 to 64
2017,Male,Alaska,0,Cigarette Use (Adults),Smoking Status,Former,29.1,25 to 44
2017,Male,Alaska,0,Cigarette Use (Adults),Smoking Status,Former,29.1,45 to 64
2017,Male,Alaska,0,E-Cigarette Use (Adults),User Status,Never,70.7,25 to 44
2017,Male,Alaska,0,E-Cigarette Use (Adults),User Status,Never,70.7,45 to 64
2017,Male,Alaska,0,Cigarette Use (Adults),Smoking Status,Current,24.2,25 to 44
2017,Male,Alaska,0,Cigarette Use (Adults),Smoking Status,Current,24.2,45 to 64
2017,Male,Alaska,0,Cigarette Use (Adults),Smoking Frequency,Some Days,26.1,25 to 44
2017,Male,Alaska,0,Cigarette Use (Adults),Smoking Frequency,Some Days,26.1,45 to 64
2017,Male,Alaska,0,Smokeless Tobacco Use (Adults),User Status,Not Current,88.8,25 to 44
2017,Male,Alaska,0,Smokeless Tobacco Use (Adults),User Status,Not Current,88.8,45 to 64
2017,Male,Alaska,0,Cigarette Use (Adults),Smoking Status,Never,46.7,25 to 44
2017,Male,Alaska,0,Cigarette Use (Adults),Smoking Status,Never,46.7,45 to 64
2017,Male,Alaska,0,Cigarette Use (Adults),Smoking Frequency,Every Day,73.9,25 to 44
2017,Male,Alaska,0,Cigarette Use (Adults),Smoking Frequency,Every Day,73.9,45 to 64
2017,Male,Alaska,0,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,51.5,25 to 44
2017,Male,Alaska,0,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,51.5,45 to 64
2016,Male,Alaska,0,Cigarette Use (Adults),Smoking Status,Never,49.6,25 to 44
2016,Male,Alaska,0,Cigarette Use (Adults),Smoking Status,Never,49.6,45 to 64
2016,Male,Alaska,0,E-Cigarette Use (Adults),User Status,Former,25.3,25 to 44
2016,Male,Alaska,0,E-Cigarette Use (Adults),User Status,Former,25.3,45 to 64
2016,Male,Alaska,0,Cigarette Use (Adults),Smoking Frequency,Every Day,66.9,25 to 44
2016,Male,Alaska,0,Cigarette Use (Adults),Smoking Frequency,Every Day,66.9,45 to 64
2016,Male,Alaska,0,Cigarette Use (Adults),Smoking Frequency,Some Days,33.1,25 to 44
2016,Male,Alaska,0,Cigarette Use (Adults),Smoking Frequency,Some Days,33.1,45 to 64
2016,Male,Alaska,0,Smokeless Tobacco Use (Adults),User Status,Current,10.0,25 to 44
2016,Male,Alaska,0,Smokeless Tobacco Use (Adults),User Status,Current,10.0,45 to 64
2016,Male,Alaska,0,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,50.7,25 to 44
2016,Male,Alaska,0,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,50.7,45 to 64
2016,Male,Alaska,0,E-Cigarette Use (Adults),User Status,Current,5.1,25 to 44
2016,Male,Alaska,0,E-Cigarette Use (Adults),User Status,Current,5.1,45 to 64
2016,Male,Alaska,0,E-Cigarette Use (Adults),User Status,Never,69.6,25 to 44
2016,Male,Alaska,0,E-Cigarette Use (Adults),User Status,Never,69.6,45 to 64
2016,Male,Alaska,0,Cigarette Use (Adults),Smoking Status,Former,29.2,25 to 44
2016,Male,Alaska,0,Cigarette Use (Adults),Smoking Status,Former,29.2,45 to 64
2016,Male,Alaska,0,Cigarette Use (Adults),Smoking Status,Current,21.2,25 to 44
2016,Male,Alaska,0,Cigarette Use (Adults),Smoking Status,Current,21.2,45 to 64
2016,Male,Alaska,0,Smokeless Tobacco Use (Adults),User Status,Not Current,90.0,25 to 44
2016,Male,Alaska,0,Smokeless Tobacco Use (Adults),User Status,Not Current,90.0,45 to 64
2016,Male,Alaska,0,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,49.3,25 to 44
2016,Male,Alaska,0,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,49.3,45 to 64
2016,Female,Alaska,49,Cigarette Use (Adults),Smoking Status,Never,58.8,25 to 44
2016,Female,Alaska,203,Cigarette Use (Adults),Smoking Status,Never,58.8,45 to 64
2016,Female,Alaska,161,Cigarette Use (Adults),Smoking Status,Never,58.8,65+
2016,Female,Alaska,49,E-Cigarette Use (Adults),User Status,Former,15.3,25 to 44
2016,Female,Alaska,203,E-Cigarette Use (Adults),User Status,Former,15.3,45 to 64
2016,Female,Alaska,161,E-Cigarette Use (Adults),User Status,Former,15.3,65+
2016,Female,Alaska,49,Smokeless Tobacco Use (Adults),User Status,Current,2.2,25 to 44
2016,Female,Alaska,203,Smokeless Tobacco Use (Adults),User Status,Current,2.2,45 to 64
2016,Female,Alaska,161,Smokeless Tobacco Use (Adults),User Status,Current,2.2,65+
2016,Female,Alaska,49,Cigarette Use (Adults),Smoking Frequency,Some Days,39.0,25 to 44
2016,Female,Alaska,203,Cigarette Use (Adults),Smoking Frequency,Some Days,39.0,45 to 64
2016,Female,Alaska,161,Cigarette Use (Adults),Smoking Frequency,Some Days,39.0,65+
2016,Female,Alaska,49,Cigarette Use (Adults),Smoking Status,Current,16.6,25 to 44
2016,Female,Alaska,203,Cigarette Use (Adults),Smoking Status,Current,16.6,45 to 64
2016,Female,Alaska,161,Cigarette Use (Adults),Smoking Status,Current,16.6,65+
2016,Female,Alaska,49,Cigarette Use (Adults),Smoking Status,Former,24.6,25 to 44
2016,Female,Alaska,203,Cigarette Use (Adults),Smoking Status,Former,24.6,45 to 64
2016,Female,Alaska,161,Cigarette Use (Adults),Smoking Status,Former,24.6,65+
2016,Female,Alaska,49,E-Cigarette Use (Adults),User Status,Never,81.6,25 to 44
2016,Female,Alaska,203,E-Cigarette Use (Adults),User Status,Never,81.6,45 to 64
2016,Female,Alaska,161,E-Cigarette Use (Adults),User Status,Never,81.6,65+
2016,Female,Alaska,49,Smokeless Tobacco Use (Adults),User Status,Not Current,97.8,25 to 44
2016,Female,Alaska,203,Smokeless Tobacco Use (Adults),User Status,Not Current,97.8,45 to 64
2016,Female,Alaska,161,Smokeless Tobacco Use (Adults),User Status,Not Current,97.8,65+
2016,Female,Alaska,49,E-Cigarette Use (Adults),User Status,Current,3.1,25 to 44
2016,Female,Alaska,203,E-Cigarette Use (Adults),User Status,Current,3.1,45 to 64
2016,Female,Alaska,161,E-Cigarette Use (Adults),User Status,Current,3.1,65+
2016,Female,Alaska,49,Cigarette Use (Adults),Smoking Frequency,Every Day,61.0,25 to 44
2016,Female,Alaska,203,Cigarette Use (Adults),Smoking Frequency,Every Day,61.0,45 to 64
2016,Female,Alaska,161,Cigarette Use (Adults),Smoking Frequency,Every Day,61.0,65+
2015,Male,Alaska,0,Smokeless Tobacco Use (Adults),User Status,Current,10.6,25 to 44
2015,Male,Alaska,0,Cigarette Use (Adults),Smoking Status,Current,19.6,25 to 44
2015,Male,Alaska,0,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,59.1,25 to 44
2015,Male,Alaska,0,Cigarette Use (Adults),Smoking Status,Former,28.8,25 to 44
2015,Male,Alaska,0,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,40.9,25 to 44
2015,Male,Alaska,0,Smokeless Tobacco Use (Adults),User Status,Not Current,89.4,25 to 44
2015,Male,Alaska,0,Cigarette Use (Adults),Smoking Status,Never,51.6,25 to 44
2015,Male,Alaska,0,Cigarette Use (Adults),Smoking Frequency,Every Day,71.7,25 to 44
2015,Male,Alaska,0,Cigarette Use (Adults),Smoking Frequency,Some Days,28.3,25 to 44
2015,Female,Alaska,58,Cigarette Use (Adults),Smoking Frequency,Every Day,74.3,25 to 44
2015,Female,Alaska,226,Cigarette Use (Adults),Smoking Frequency,Every Day,74.3,45 to 64
2015,Female,Alaska,161,Cigarette Use (Adults),Smoking Frequency,Every Day,74.3,65+
2015,Female,Alaska,58,Cigarette Use (Adults),Smoking Status,Former,24.6,25 to 44
2015,Female,Alaska,226,Cigarette Use (Adults),Smoking Status,Former,24.6,45 to 64
2015,Female,Alaska,161,Cigarette Use (Adults),Smoking Status,Former,24.6,65+
2015,Female,Alaska,58,Cigarette Use (Adults),Smoking Status,Never,56.9,25 to 44
2015,Female,Alaska,226,Cigarette Use (Adults),Smoking Status,Never,56.9,45 to 64
2015,Female,Alaska,161,Cigarette Use (Adults),Smoking Status,Never,56.9,65+
2015,Female,Alaska,58,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,41.6,25 to 44
2015,Female,Alaska,226,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,41.6,45 to 64
2015,Female,Alaska,161,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,41.6,65+
2015,Female,Alaska,58,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,58.4,25 to 44
2015,Female,Alaska,226,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,58.4,45 to 64
2015,Female,Alaska,161,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,58.4,65+
2015,Female,Alaska,58,Smokeless Tobacco Use (Adults),User Status,Current,1.8,25 to 44
2015,Female,Alaska,226,Smokeless Tobacco Use (Adults),User Status,Current,1.8,45 to 64
2015,Female,Alaska,161,Smokeless Tobacco Use (Adults),User Status,Current,1.8,65+
2015,Female,Alaska,58,Smokeless Tobacco Use (Adults),User Status,Not Current,98.2,25 to 44
2015,Female,Alaska,226,Smokeless Tobacco Use (Adults),User Status,Not Current,98.2,45 to 64
2015,Female,Alaska,161,Smokeless Tobacco Use (Adults),User Status,Not Current,98.2,65+
2015,Female,Alaska,58,Cigarette Use (Adults),Smoking Frequency,Some Days,25.7,25 to 44
2015,Female,Alaska,226,Cigarette Use (Adults),Smoking Frequency,Some Days,25.7,45 to 64
2015,Female,Alaska,161,Cigarette Use (Adults),Smoking Frequency,Some Days,25.7,65+
2015,Female,Alaska,58,Cigarette Use (Adults),Smoking Status,Current,18.5,25 to 44
2015,Female,Alaska,226,Cigarette Use (Adults),Smoking Status,Current,18.5,45 to 64
2015,Female,Alaska,161,Cigarette Use (Adults),Smoking Status,Current,18.5,65+
2014,Male,Alaska,0,Cigarette Use (Adults),Smoking Frequency,Some Days,32.5,25 to 44
2014,Male,Alaska,0,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,42.5,25 to 44
2014,Male,Alaska,0,Cigarette Use (Adults),Smoking Frequency,Every Day,67.5,25 to 44
2014,Male,Alaska,0,Cigarette Use (Adults),Smoking Status,Former,27.9,25 to 44
2014,Male,Alaska,0,Smokeless Tobacco Use (Adults),User Status,Current,8.3,25 to 44
2014,Male,Alaska,0,Cigarette Use (Adults),Smoking Status,Current,21.3,25 to 44
2014,Male,Alaska,0,Smokeless Tobacco Use (Adults),User Status,Not Current,91.7,25 to 44
2014,Male,Alaska,0,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,57.5,25 to 44
2014,Male,Alaska,0,Cigarette Use (Adults),Smoking Status,Never,50.9,25 to 44
2014,Female,Alaska,56,Cigarette Use (Adults),Smoking Frequency,Some Days,32.1,25 to 44
2014,Female,Alaska,233,Cigarette Use (Adults),Smoking Frequency,Some Days,32.1,45 to 64
2014,Female,Alaska,164,Cigarette Use (Adults),Smoking Frequency,Some Days,32.1,65+
2014,Female,Alaska,56,Smokeless Tobacco Use (Adults),User Status,Not Current,98.1,25 to 44
2014,Female,Alaska,233,Smokeless Tobacco Use (Adults),User Status,Not Current,98.1,45 to 64
2014,Female,Alaska,164,Smokeless Tobacco Use (Adults),User Status,Not Current,98.1,65+
2014,Female,Alaska,56,Cigarette Use (Adults),Smoking Status,Former,23.3,25 to 44
2014,Female,Alaska,233,Cigarette Use (Adults),Smoking Status,Former,23.3,45 to 64
2014,Female,Alaska,164,Cigarette Use (Adults),Smoking Status,Former,23.3,65+
2014,Female,Alaska,56,Cigarette Use (Adults),Smoking Status,Never,58.3,25 to 44
2014,Female,Alaska,233,Cigarette Use (Adults),Smoking Status,Never,58.3,45 to 64
2014,Female,Alaska,164,Cigarette Use (Adults),Smoking Status,Never,58.3,65+
2014,Female,Alaska,56,Smokeless Tobacco Use (Adults),User Status,Current,1.9,25 to 44
2014,Female,Alaska,233,Smokeless Tobacco Use (Adults),User Status,Current,1.9,45 to 64
2014,Female,Alaska,164,Smokeless Tobacco Use (Adults),User Status,Current,1.9,65+
2014,Female,Alaska,56,Cigarette Use (Adults),Smoking Status,Current,18.4,25 to 44
2014,Female,Alaska,233,Cigarette Use (Adults),Smoking Status,Current,18.4,45 to 64
2014,Female,Alaska,164,Cigarette Use (Adults),Smoking Status,Current,18.4,65+
2014,Female,Alaska,56,Cigarette Use (Adults),Smoking Frequency,Every Day,67.9,25 to 44
2014,Female,Alaska,233,Cigarette Use (Adults),Smoking Frequency,Every Day,67.9,45 to 64
2014,Female,Alaska,164,Cigarette Use (Adults),Smoking Frequency,Every Day,67.9,65+
2018,Female,Arizona,422,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,54.5,25 to 44
2018,Female,Arizona,1920,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,54.5,45 to 64
2018,Female,Arizona,2652,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,54.5,65+
2018,Female,Arizona,422,Cigarette Use (Adults),Smoking Frequency,Every Day,68.1,25 to 44
2018,Female,Arizona,1920,Cigarette Use (Adults),Smoking Frequency,Every Day,68.1,45 to 64
2018,Female,Arizona,2652,Cigarette Use (Adults),Smoking Frequency,Every Day,68.1,65+
2018,Female,Arizona,422,Cigarette Use (Adults),Smoking Status,Never,64.9,25 to 44
2018,Female,Arizona,1920,Cigarette Use (Adults),Smoking Status,Never,64.9,45 to 64
2018,Female,Arizona,2652,Cigarette Use (Adults),Smoking Status,Never,64.9,65+
2018,Female,Arizona,422,Cigarette Use (Adults),Smoking Status,Former,22.5,25 to 44
2018,Female,Arizona,1920,Cigarette Use (Adults),Smoking Status,Former,22.5,45 to 64
2018,Female,Arizona,2652,Cigarette Use (Adults),Smoking Status,Former,22.5,65+
2018,Female,Arizona,422,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,45.5,25 to 44
2018,Female,Arizona,1920,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,45.5,45 to 64
2018,Female,Arizona,2652,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,45.5,65+
2018,Female,Arizona,422,Smokeless Tobacco Use (Adults),User Status,Not Current,98.8,25 to 44
2018,Female,Arizona,1920,Smokeless Tobacco Use (Adults),User Status,Not Current,98.8,45 to 64
2018,Female,Arizona,2652,Smokeless Tobacco Use (Adults),User Status,Not Current,98.8,65+
2018,Female,Arizona,422,Cigarette Use (Adults),Smoking Status,Current,12.6,25 to 44
2018,Female,Arizona,1920,Cigarette Use (Adults),Smoking Status,Current,12.6,45 to 64
2018,Female,Arizona,2652,Cigarette Use (Adults),Smoking Status,Current,12.6,65+
2018,Female,Arizona,422,Smokeless Tobacco Use (Adults),User Status,Current,1.2,25 to 44
2018,Female,Arizona,1920,Smokeless Tobacco Use (Adults),User Status,Current,1.2,45 to 64
