,Year,States,Sex,Count,topicdesc,measuredesc,response,data_value,age_group
288,2014,Alabama,Female,0,Smokeless Tobacco Use (Adults),User Status,Current,1.0,25 to 44
289,2014,Alabama,Female,542,Smokeless Tobacco Use (Adults),User Status,Current,1.0,45 to 64
290,2014,Alabama,Female,1077,Smokeless Tobacco Use (Adults),User Status,Current,1.0,65+
291,2014,Alabama,Female,0,Cigarette Use (Adults),Smoking Status,Former,19.4,25 to 44
292,2014,Alabama,Female,542,Cigarette Use (Adults),Smoking Status,Former,19.4,45 to 64
293,2014,Alabama,Female,1077,Cigarette Use (Adults),Smoking Status,Former,19.4,65+
294,2014,Alabama,Female,0,Cigarette Use (Adults),Smoking Frequency,Every Day,68.6,25 to 44
295,2014,Alabama,Female,542,Cigarette Use (Adults),Smoking Frequency,Every Day,68.6,45 to 64
296,2014,Alabama,Female,1077,Cigarette Use (Adults),Smoking Frequency,Every Day,68.6,65+
297,2014,Alabama,Female,0,Smokeless Tobacco Use (Adults),User Status,Not Current,99.0,25 to 44
298,2014,Alabama,Female,542,Smokeless Tobacco Use (Adults),User Status,Not Current,99.0,45 to 64
299,2014,Alabama,Female,1077,Smokeless Tobacco Use (Adults),User Status,Not Current,99.0,65+
300,2014,Alabama,Female,0,Cigarette Use (Adults),Smoking Status,Current,19.0,25 to 44
301,2014,Alabama,Female,542,Cigarette Use (Adults),Smoking Status,Current,19.0,45 to 64
302,2014,Alabama,Female,1077,Cigarette Use (Adults),Smoking Status,Current,19.0,65+
303,2014,Alabama,Male,20,Cigarette Use (Adults),Smoking Frequency,Some Days,29.0,25 to 44
304,2014,Alabama,Male,823,Cigarette Use (Adults),Smoking Frequency,Some Days,29.0,45 to 64
305,2014,Alabama,Male,1485,Cigarette Use (Adults),Smoking Frequency,Some Days,29.0,65+
306,2014,Alabama,Male,20,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,62.3,25 to 44
307,2014,Alabama,Male,823,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,62.3,45 to 64
308,2014,Alabama,Male,1485,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,62.3,65+
309,2014,Alabama,Male,20,Smokeless Tobacco Use (Adults),User Status,Not Current,88.9,25 to 44
310,2014,Alabama,Male,823,Smokeless Tobacco Use (Adults),User Status,Not Current,88.9,45 to 64
311,2014,Alabama,Male,1485,Smokeless Tobacco Use (Adults),User Status,Not Current,88.9,65+
312,2014,Alabama,Male,20,Cigarette Use (Adults),Smoking Status,Current,23.5,25 to 44
313,2014,Alabama,Male,823,Cigarette Use (Adults),Smoking Status,Current,23.5,45 to 64
314,2014,Alabama,Male,1485,Cigarette Use (Adults),Smoking Status,Current,23.5,65+
315,2014,Alabama,Male,20,Cigarette Use (Adults),Smoking Frequency,Every Day,71.0,25 to 44
316,2014,Alabama,Male,823,Cigarette Use (Adults),Smoking Frequency,Every Day,71.0,45 to 64
317,2014,Alabama,Male,1485,Cigarette Use (Adults),Smoking Frequency,Every Day,71.0,65+
318,2014,Alabama,Male,20,Cigarette Use (Adults),Smoking Status,Former,30.2,25 to 44
319,2014,Alabama,Male,823,Cigarette Use (Adults),Smoking Status,Former,30.2,45 to 64
320,2014,Alabama,Male,1485,Cigarette Use (Adults),Smoking Status,Former,30.2,65+
321,2014,Alabama,Male,20,Smokeless Tobacco Use (Adults),User Status,Current,11.1,25 to 44
322,2014,Alabama,Male,823,Smokeless Tobacco Use (Adults),User Status,Current,11.1,45 to 64
323,2014,Alabama,Male,1485,Smokeless Tobacco Use (Adults),User Status,Current,11.1,65+
324,2014,Alabama,Male,20,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,37.7,25 to 44
325,2014,Alabama,Male,823,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,37.7,45 to 64
326,2014,Alabama,Male,1485,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,37.7,65+
327,2014,Alabama,Male,20,Cigarette Use (Adults),Smoking Status,Never,46.3,25 to 44
328,2014,Alabama,Male,823,Cigarette Use (Adults),Smoking Status,Never,46.3,45 to 64
329,2014,Alabama,Male,1485,Cigarette Use (Adults),Smoking Status,Never,46.3,65+
330,2018,Alaska,Female,0,Cigarette Use (Adults),Smoking Frequency,Some Days,24.1,25 to 44
331,2018,Alaska,Female,58,Cigarette Use (Adults),Smoking Frequency,Some Days,24.1,45 to 64
332,2018,Alaska,Female,103,Cigarette Use (Adults),Smoking Frequency,Some Days,24.1,65+
333,2018,Alaska,Female,0,Cigarette Use (Adults),Smoking Status,Current,17.3,25 to 44
334,2018,Alaska,Female,58,Cigarette Use (Adults),Smoking Status,Current,17.3,45 to 64
335,2018,Alaska,Female,103,Cigarette Use (Adults),Smoking Status,Current,17.3,65+
336,2018,Alaska,Female,0,Smokeless Tobacco Use (Adults),User Status,Not Current,98.0,25 to 44
337,2018,Alaska,Female,58,Smokeless Tobacco Use (Adults),User Status,Not Current,98.0,45 to 64
338,2018,Alaska,Female,103,Smokeless Tobacco Use (Adults),User Status,Not Current,98.0,65+
339,2018,Alaska,Female,0,Cigarette Use (Adults),Smoking Status,Former,22.7,25 to 44
340,2018,Alaska,Female,58,Cigarette Use (Adults),Smoking Status,Former,22.7,45 to 64
341,2018,Alaska,Female,103,Cigarette Use (Adults),Smoking Status,Former,22.7,65+
342,2018,Alaska,Female,0,E-Cigarette Use (Adults),User Status,Current,4.5,25 to 44
343,2018,Alaska,Female,58,E-Cigarette Use (Adults),User Status,Current,4.5,45 to 64
344,2018,Alaska,Female,103,E-Cigarette Use (Adults),User Status,Current,4.5,65+
345,2018,Alaska,Female,0,Cigarette Use (Adults),Smoking Status,Never,60.0,25 to 44
346,2018,Alaska,Female,58,Cigarette Use (Adults),Smoking Status,Never,60.0,45 to 64
347,2018,Alaska,Female,103,Cigarette Use (Adults),Smoking Status,Never,60.0,65+
351,2018,Alaska,Female,0,Cigarette Use (Adults),Smoking Frequency,Every Day,75.9,25 to 44
352,2018,Alaska,Female,58,Cigarette Use (Adults),Smoking Frequency,Every Day,75.9,45 to 64
353,2018,Alaska,Female,103,Cigarette Use (Adults),Smoking Frequency,Every Day,75.9,65+
357,2018,Alaska,Female,0,E-Cigarette Use (Adults),User Status,Former,16.5,25 to 44
358,2018,Alaska,Female,58,E-Cigarette Use (Adults),User Status,Former,16.5,45 to 64
359,2018,Alaska,Female,103,E-Cigarette Use (Adults),User Status,Former,16.5,65+
363,2018,Alaska,Female,0,Smokeless Tobacco Use (Adults),User Status,Current,2.0,25 to 44
364,2018,Alaska,Female,58,Smokeless Tobacco Use (Adults),User Status,Current,2.0,45 to 64
365,2018,Alaska,Female,103,Smokeless Tobacco Use (Adults),User Status,Current,2.0,65+
366,2018,Alaska,Female,0,E-Cigarette Use (Adults),User Status,Never,79.0,25 to 44
367,2018,Alaska,Female,58,E-Cigarette Use (Adults),User Status,Never,79.0,45 to 64
368,2018,Alaska,Female,103,E-Cigarette Use (Adults),User Status,Never,79.0,65+
372,2018,Alaska,Male,0,Cigarette Use (Adults),Smoking Frequency,Every Day,67.4,25 to 44
373,2018,Alaska,Male,53,Cigarette Use (Adults),Smoking Frequency,Every Day,67.4,45 to 64
374,2018,Alaska,Male,129,Cigarette Use (Adults),Smoking Frequency,Every Day,67.4,65+
375,2018,Alaska,Male,0,Smokeless Tobacco Use (Adults),User Status,Current,9.4,25 to 44
376,2018,Alaska,Male,53,Smokeless Tobacco Use (Adults),User Status,Current,9.4,45 to 64
377,2018,Alaska,Male,129,Smokeless Tobacco Use (Adults),User Status,Current,9.4,65+
378,2018,Alaska,Male,0,Cigarette Use (Adults),Smoking Status,Former,25.7,25 to 44
379,2018,Alaska,Male,53,Cigarette Use (Adults),Smoking Status,Former,25.7,45 to 64
380,2018,Alaska,Male,129,Cigarette Use (Adults),Smoking Status,Former,25.7,65+
381,2018,Alaska,Male,0,Cigarette Use (Adults),Smoking Frequency,Some Days,32.6,25 to 44
382,2018,Alaska,Male,53,Cigarette Use (Adults),Smoking Frequency,Some Days,32.6,45 to 64
383,2018,Alaska,Male,129,Cigarette Use (Adults),Smoking Frequency,Some Days,32.6,65+
384,2018,Alaska,Male,0,Smokeless Tobacco Use (Adults),User Status,Not Current,90.6,25 to 44
385,2018,Alaska,Male,53,Smokeless Tobacco Use (Adults),User Status,Not Current,90.6,45 to 64
386,2018,Alaska,Male,129,Smokeless Tobacco Use (Adults),User Status,Not Current,90.6,65+
387,2018,Alaska,Male,0,Cigarette Use (Adults),Smoking Status,Never,53.6,25 to 44
388,2018,Alaska,Male,53,Cigarette Use (Adults),Smoking Status,Never,53.6,45 to 64
389,2018,Alaska,Male,129,Cigarette Use (Adults),Smoking Status,Never,53.6,65+
390,2018,Alaska,Male,0,E-Cigarette Use (Adults),User Status,Current,7.6,25 to 44
391,2018,Alaska,Male,53,E-Cigarette Use (Adults),User Status,Current,7.6,45 to 64
392,2018,Alaska,Male,129,E-Cigarette Use (Adults),User Status,Current,7.6,65+
393,2018,Alaska,Male,0,Cigarette Use (Adults),Smoking Status,Current,20.8,25 to 44
394,2018,Alaska,Male,53,Cigarette Use (Adults),Smoking Status,Current,20.8,45 to 64
395,2018,Alaska,Male,129,Cigarette Use (Adults),Smoking Status,Current,20.8,65+
396,2018,Alaska,Male,0,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,53.5,25 to 44
397,2018,Alaska,Male,53,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,53.5,45 to 64
398,2018,Alaska,Male,129,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,53.5,65+
399,2018,Alaska,Male,0,E-Cigarette Use (Adults),Frequency of Use,Every Day,34.8,25 to 44
400,2018,Alaska,Male,53,E-Cigarette Use (Adults),Frequency of Use,Every Day,34.8,45 to 64
401,2018,Alaska,Male,129,E-Cigarette Use (Adults),Frequency of Use,Every Day,34.8,65+
402,2018,Alaska,Male,0,E-Cigarette Use (Adults),Frequency of Use,Some Days,65.2,25 to 44
403,2018,Alaska,Male,53,E-Cigarette Use (Adults),Frequency of Use,Some Days,65.2,45 to 64
404,2018,Alaska,Male,129,E-Cigarette Use (Adults),Frequency of Use,Some Days,65.2,65+
405,2018,Alaska,Male,0,E-Cigarette Use (Adults),User Status,Never,70.5,25 to 44
406,2018,Alaska,Male,53,E-Cigarette Use (Adults),User Status,Never,70.5,45 to 64
407,2018,Alaska,Male,129,E-Cigarette Use (Adults),User Status,Never,70.5,65+
408,2018,Alaska,Male,0,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,46.5,25 to 44
409,2018,Alaska,Male,53,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,46.5,45 to 64
410,2018,Alaska,Male,129,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,46.5,65+
411,2018,Alaska,Male,0,E-Cigarette Use (Adults),User Status,Former,21.9,25 to 44
412,2018,Alaska,Male,53,E-Cigarette Use (Adults),User Status,Former,21.9,45 to 64
413,2018,Alaska,Male,129,E-Cigarette Use (Adults),User Status,Former,21.9,65+
414,2017,Alaska,Female,0,E-Cigarette Use (Adults),User Status,Former,17.2,25 to 44
415,2017,Alaska,Female,60,E-Cigarette Use (Adults),User Status,Former,17.2,45 to 64
416,2017,Alaska,Female,107,E-Cigarette Use (Adults),User Status,Former,17.2,65+
417,2017,Alaska,Female,0,Cigarette Use (Adults),Smoking Status,Current,17.1,25 to 44
418,2017,Alaska,Female,60,Cigarette Use (Adults),Smoking Status,Current,17.1,45 to 64
419,2017,Alaska,Female,107,Cigarette Use (Adults),Smoking Status,Current,17.1,65+
420,2017,Alaska,Female,0,Cigarette Use (Adults),Smoking Frequency,Every Day,61.4,25 to 44
421,2017,Alaska,Female,60,Cigarette Use (Adults),Smoking Frequency,Every Day,61.4,45 to 64
422,2017,Alaska,Female,107,Cigarette Use (Adults),Smoking Frequency,Every Day,61.4,65+
423,2017,Alaska,Female,0,Cigarette Use (Adults),Smoking Status,Former,21.6,25 to 44
424,2017,Alaska,Female,60,Cigarette Use (Adults),Smoking Status,Former,21.6,45 to 64
425,2017,Alaska,Female,107,Cigarette Use (Adults),Smoking Status,Former,21.6,65+
426,2017,Alaska,Female,0,Smokeless Tobacco Use (Adults),User Status,Not Current,98.3,25 to 44
427,2017,Alaska,Female,60,Smokeless Tobacco Use (Adults),User Status,Not Current,98.3,45 to 64
428,2017,Alaska,Female,107,Smokeless Tobacco Use (Adults),User Status,Not Current,98.3,65+
432,2017,Alaska,Female,0,Cigarette Use (Adults),Smoking Frequency,Some Days,38.6,25 to 44
433,2017,Alaska,Female,60,Cigarette Use (Adults),Smoking Frequency,Some Days,38.6,45 to 64
434,2017,Alaska,Female,107,Cigarette Use (Adults),Smoking Frequency,Some Days,38.6,65+
438,2017,Alaska,Female,0,Cigarette Use (Adults),Smoking Status,Never,61.2,25 to 44
439,2017,Alaska,Female,60,Cigarette Use (Adults),Smoking Status,Never,61.2,45 to 64
440,2017,Alaska,Female,107,Cigarette Use (Adults),Smoking Status,Never,61.2,65+
441,2017,Alaska,Female,0,E-Cigarette Use (Adults),User Status,Current,3.1,25 to 44
442,2017,Alaska,Female,60,E-Cigarette Use (Adults),User Status,Current,3.1,45 to 64
443,2017,Alaska,Female,107,E-Cigarette Use (Adults),User Status,Current,3.1,65+
450,2017,Alaska,Female,0,E-Cigarette Use (Adults),User Status,Never,79.7,25 to 44
451,2017,Alaska,Female,60,E-Cigarette Use (Adults),User Status,Never,79.7,45 to 64
452,2017,Alaska,Female,107,E-Cigarette Use (Adults),User Status,Never,79.7,65+
453,2017,Alaska,Female,0,Smokeless Tobacco Use (Adults),User Status,Current,1.7,25 to 44
454,2017,Alaska,Female,60,Smokeless Tobacco Use (Adults),User Status,Current,1.7,45 to 64
455,2017,Alaska,Female,107,Smokeless Tobacco Use (Adults),User Status,Current,1.7,65+
456,2017,Alaska,Male,0,Smokeless Tobacco Use (Adults),User Status,Current,11.2,25 to 44
457,2017,Alaska,Male,49,Smokeless Tobacco Use (Adults),User Status,Current,11.2,45 to 64
458,2017,Alaska,Male,147,Smokeless Tobacco Use (Adults),User Status,Current,11.2,65+
462,2017,Alaska,Male,0,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,48.5,25 to 44
463,2017,Alaska,Male,49,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,48.5,45 to 64
464,2017,Alaska,Male,147,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,48.5,65+
465,2017,Alaska,Male,0,E-Cigarette Use (Adults),User Status,Former,25.4,25 to 44
466,2017,Alaska,Male,49,E-Cigarette Use (Adults),User Status,Former,25.4,45 to 64
467,2017,Alaska,Male,147,E-Cigarette Use (Adults),User Status,Former,25.4,65+
468,2017,Alaska,Male,0,E-Cigarette Use (Adults),User Status,Current,3.8,25 to 44
469,2017,Alaska,Male,49,E-Cigarette Use (Adults),User Status,Current,3.8,45 to 64
470,2017,Alaska,Male,147,E-Cigarette Use (Adults),User Status,Current,3.8,65+
471,2017,Alaska,Male,0,Cigarette Use (Adults),Smoking Status,Former,29.1,25 to 44
472,2017,Alaska,Male,49,Cigarette Use (Adults),Smoking Status,Former,29.1,45 to 64
473,2017,Alaska,Male,147,Cigarette Use (Adults),Smoking Status,Former,29.1,65+
474,2017,Alaska,Male,0,E-Cigarette Use (Adults),User Status,Never,70.7,25 to 44
475,2017,Alaska,Male,49,E-Cigarette Use (Adults),User Status,Never,70.7,45 to 64
476,2017,Alaska,Male,147,E-Cigarette Use (Adults),User Status,Never,70.7,65+
477,2017,Alaska,Male,0,Cigarette Use (Adults),Smoking Status,Current,24.2,25 to 44
478,2017,Alaska,Male,49,Cigarette Use (Adults),Smoking Status,Current,24.2,45 to 64
479,2017,Alaska,Male,147,Cigarette Use (Adults),Smoking Status,Current,24.2,65+
480,2017,Alaska,Male,0,Cigarette Use (Adults),Smoking Frequency,Some Days,26.1,25 to 44
481,2017,Alaska,Male,49,Cigarette Use (Adults),Smoking Frequency,Some Days,26.1,45 to 64
482,2017,Alaska,Male,147,Cigarette Use (Adults),Smoking Frequency,Some Days,26.1,65+
486,2017,Alaska,Male,0,Smokeless Tobacco Use (Adults),User Status,Not Current,88.8,25 to 44
487,2017,Alaska,Male,49,Smokeless Tobacco Use (Adults),User Status,Not Current,88.8,45 to 64
488,2017,Alaska,Male,147,Smokeless Tobacco Use (Adults),User Status,Not Current,88.8,65+
489,2017,Alaska,Male,0,Cigarette Use (Adults),Smoking Status,Never,46.7,25 to 44
490,2017,Alaska,Male,49,Cigarette Use (Adults),Smoking Status,Never,46.7,45 to 64
491,2017,Alaska,Male,147,Cigarette Use (Adults),Smoking Status,Never,46.7,65+
492,2017,Alaska,Male,0,Cigarette Use (Adults),Smoking Frequency,Every Day,73.9,25 to 44
493,2017,Alaska,Male,49,Cigarette Use (Adults),Smoking Frequency,Every Day,73.9,45 to 64
494,2017,Alaska,Male,147,Cigarette Use (Adults),Smoking Frequency,Every Day,73.9,65+
495,2017,Alaska,Male,0,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,51.5,25 to 44
496,2017,Alaska,Male,49,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,51.5,45 to 64
497,2017,Alaska,Male,147,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,51.5,65+
498,2016,Alaska,Male,0,Cigarette Use (Adults),Smoking Status,Never,49.6,25 to 44
499,2016,Alaska,Male,76,Cigarette Use (Adults),Smoking Status,Never,49.6,45 to 64
500,2016,Alaska,Male,130,Cigarette Use (Adults),Smoking Status,Never,49.6,65+
501,2016,Alaska,Male,0,E-Cigarette Use (Adults),User Status,Former,25.3,25 to 44
502,2016,Alaska,Male,76,E-Cigarette Use (Adults),User Status,Former,25.3,45 to 64
503,2016,Alaska,Male,130,E-Cigarette Use (Adults),User Status,Former,25.3,65+
504,2016,Alaska,Male,0,Cigarette Use (Adults),Smoking Frequency,Every Day,66.9,25 to 44
505,2016,Alaska,Male,76,Cigarette Use (Adults),Smoking Frequency,Every Day,66.9,45 to 64
506,2016,Alaska,Male,130,Cigarette Use (Adults),Smoking Frequency,Every Day,66.9,65+
507,2016,Alaska,Male,0,Cigarette Use (Adults),Smoking Frequency,Some Days,33.1,25 to 44
508,2016,Alaska,Male,76,Cigarette Use (Adults),Smoking Frequency,Some Days,33.1,45 to 64
509,2016,Alaska,Male,130,Cigarette Use (Adults),Smoking Frequency,Some Days,33.1,65+
510,2016,Alaska,Male,0,Smokeless Tobacco Use (Adults),User Status,Current,10.0,25 to 44
511,2016,Alaska,Male,76,Smokeless Tobacco Use (Adults),User Status,Current,10.0,45 to 64
512,2016,Alaska,Male,130,Smokeless Tobacco Use (Adults),User Status,Current,10.0,65+
519,2016,Alaska,Male,0,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,50.7,25 to 44
520,2016,Alaska,Male,76,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,50.7,45 to 64
521,2016,Alaska,Male,130,Smokeless Tobacco Use (Adults),Frequency of Use,Some Days,50.7,65+
522,2016,Alaska,Male,0,E-Cigarette Use (Adults),User Status,Current,5.1,25 to 44
523,2016,Alaska,Male,76,E-Cigarette Use (Adults),User Status,Current,5.1,45 to 64
524,2016,Alaska,Male,130,E-Cigarette Use (Adults),User Status,Current,5.1,65+
525,2016,Alaska,Male,0,E-Cigarette Use (Adults),User Status,Never,69.6,25 to 44
526,2016,Alaska,Male,76,E-Cigarette Use (Adults),User Status,Never,69.6,45 to 64
527,2016,Alaska,Male,130,E-Cigarette Use (Adults),User Status,Never,69.6,65+
528,2016,Alaska,Male,0,Cigarette Use (Adults),Smoking Status,Former,29.2,25 to 44
529,2016,Alaska,Male,76,Cigarette Use (Adults),Smoking Status,Former,29.2,45 to 64
530,2016,Alaska,Male,130,Cigarette Use (Adults),Smoking Status,Former,29.2,65+
531,2016,Alaska,Male,0,Cigarette Use (Adults),Smoking Status,Current,21.2,25 to 44
532,2016,Alaska,Male,76,Cigarette Use (Adults),Smoking Status,Current,21.2,45 to 64
533,2016,Alaska,Male,130,Cigarette Use (Adults),Smoking Status,Current,21.2,65+
534,2016,Alaska,Male,0,Smokeless Tobacco Use (Adults),User Status,Not Current,90.0,25 to 44
535,2016,Alaska,Male,76,Smokeless Tobacco Use (Adults),User Status,Not Current,90.0,45 to 64
536,2016,Alaska,Male,130,Smokeless Tobacco Use (Adults),User Status,Not Current,90.0,65+
537,2016,Alaska,Male,0,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,49.3,25 to 44
538,2016,Alaska,Male,76,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,49.3,45 to 64
539,2016,Alaska,Male,130,Smokeless Tobacco Use (Adults),Frequency of Use,Every Day,49.3,65+
543,2016,Alaska,Female,0,Cigarette Use (Adults),Smoking Status,Never,58.8,25 to 44
544,2016,Alaska,Female,57,Cigarette Use (Adults),Smoking Status,Never,58.8,45 to 64
545,2016,Alaska,Female,111,Cigarette Use (Adults),Smoking Status,Never,58.8,65+
546,2016,Alaska,Female,0,E-Cigarette Use (Adults),User Status,Former,15.3,25 to 44
547,2016,Alaska,Female,57,E-Cigarette Use (Adults),User Status,Former,15.3,45 to 64
548,2016,Alaska,Female,111,E-Cigarette Use (Adults),User Status,Former,15.3,65+
552,2016,Alaska,Female,0,Smokeless Tobacco Use (Adults),User Status,Current,2.2,25 to 44
553,2016,Alaska,Female,57,Smokeless Tobacco Use (Adults),User Status,Current,2.2,45 to 64
554,2016,Alaska,Female,111,Smokeless Tobacco Use (Adults),User Status,Current,2.2,65+
558,2016,Alaska,Female,0,Cigarette Use (Adults),Smoking Frequency,Some Days,39.0,25 to 44
559,2016,Alaska,Female,57,Cigarette Use (Adults),Smoking Frequency,Some Days,39.0,45 to 64
560,2016,Alaska,Female,111,Cigarette Use (Adults),Smoking Frequency,Some Days,39.0,65+
561,2016,Alaska,Female,0,Cigarette Use (Adults),Smoking Status,Current,16.6,25 to 44
562,2016,Alaska,Female,57,Cigarette Use (Adults),Smoking Status,Current,16.6,45 to 64
