Leading Cancer Sites,Leading Cancer Sites Code,States,States Code,Year,Year Code,Sex,Sex Code,Count,age_group
Breast,26000,South Dakota,46,2016,2016,Female,F,47,25 to 44
Breast,26000,South Dakota,46,2016,2016,Male,M,0,25 to 44
Breast,26000,South Dakota,46,2017,2017,Female,F,55,25 to 44
Breast,26000,South Dakota,46,2017,2017,Male,M,0,25 to 44
Breast,26000,South Dakota,46,2018,2018,Female,F,56,25 to 44
Breast,26000,South Dakota,46,2018,2018,Male,M,0,25 to 44
Breast,26000,Tennessee,47,2014,2014,Female,F,502,25 to 44
Breast,26000,Tennessee,47,2014,2014,Male,M,0,25 to 44
Breast,26000,Tennessee,47,2015,2015,Female,F,514,25 to 44
Breast,26000,Tennessee,47,2015,2015,Male,M,0,25 to 44
Breast,26000,Tennessee,47,2016,2016,Female,F,473,25 to 44
Breast,26000,Tennessee,47,2016,2016,Male,M,0,25 to 44
Breast,26000,Tennessee,47,2017,2017,Female,F,433,25 to 44
Breast,26000,Tennessee,47,2017,2017,Male,M,0,25 to 44
Breast,26000,Tennessee,47,2018,2018,Female,F,509,25 to 44
Breast,26000,Tennessee,47,2018,2018,Male,M,0,25 to 44
Breast,26000,Texas,48,2014,2014,Female,F,1915,25 to 44
Breast,26000,Texas,48,2014,2014,Male,M,0,25 to 44
Breast,26000,Texas,48,2015,2015,Female,F,2022,25 to 44
Breast,26000,Texas,48,2015,2015,Male,M,0,25 to 44
Breast,26000,Texas,48,2016,2016,Female,F,1887,25 to 44
Breast,26000,Texas,48,2016,2016,Male,M,0,25 to 44
Breast,26000,Texas,48,2017,2017,Female,F,2018,25 to 44
Breast,26000,Texas,48,2017,2017,Male,M,0,25 to 44
Breast,26000,Texas,48,2018,2018,Female,F,1982,25 to 44
Breast,26000,Texas,48,2018,2018,Male,M,0,25 to 44
Breast,26000,Utah,49,2014,2014,Female,F,189,25 to 44
Breast,26000,Utah,49,2014,2014,Male,M,0,25 to 44
Breast,26000,Utah,49,2015,2015,Female,F,188,25 to 44
Breast,26000,Utah,49,2015,2015,Male,M,0,25 to 44
Breast,26000,Utah,49,2016,2016,Female,F,223,25 to 44
Breast,26000,Utah,49,2016,2016,Male,M,0,25 to 44
Breast,26000,Utah,49,2017,2017,Female,F,193,25 to 44
Breast,26000,Utah,49,2017,2017,Male,M,0,25 to 44
Breast,26000,Utah,49,2018,2018,Female,F,203,25 to 44
Breast,26000,Utah,49,2018,2018,Male,M,0,25 to 44
Breast,26000,Vermont,50,2014,2014,Female,F,43,25 to 44
Breast,26000,Vermont,50,2014,2014,Male,M,0,25 to 44
Breast,26000,Vermont,50,2015,2015,Female,F,40,25 to 44
Breast,26000,Vermont,50,2015,2015,Male,M,0,25 to 44
Breast,26000,Vermont,50,2016,2016,Female,F,43,25 to 44
Breast,26000,Vermont,50,2016,2016,Male,M,0,25 to 44
Breast,26000,Vermont,50,2017,2017,Female,F,40,25 to 44
Breast,26000,Vermont,50,2017,2017,Male,M,0,25 to 44
Breast,26000,Vermont,50,2018,2018,Female,F,46,25 to 44
Breast,26000,Vermont,50,2018,2018,Male,M,0,25 to 44
Breast,26000,Virginia,51,2014,2014,Female,F,650,25 to 44
Breast,26000,Virginia,51,2014,2014,Male,M,0,25 to 44
Breast,26000,Virginia,51,2015,2015,Female,F,606,25 to 44
Breast,26000,Virginia,51,2015,2015,Male,M,0,25 to 44
Breast,26000,Virginia,51,2016,2016,Female,F,641,25 to 44
Breast,26000,Virginia,51,2016,2016,Male,M,0,25 to 44
Breast,26000,Virginia,51,2017,2017,Female,F,567,25 to 44
Breast,26000,Virginia,51,2017,2017,Male,M,0,25 to 44
Breast,26000,Virginia,51,2018,2018,Female,F,623,25 to 44
Breast,26000,Virginia,51,2018,2018,Male,M,0,25 to 44
Breast,26000,Washington,53,2014,2014,Female,F,529,25 to 44
Breast,26000,Washington,53,2014,2014,Male,M,0,25 to 44
Breast,26000,Washington,53,2015,2015,Female,F,528,25 to 44
Breast,26000,Washington,53,2015,2015,Male,M,0,25 to 44
Breast,26000,Washington,53,2016,2016,Female,F,489,25 to 44
Breast,26000,Washington,53,2016,2016,Male,M,0,25 to 44
Breast,26000,Washington,53,2017,2017,Female,F,543,25 to 44
Breast,26000,Washington,53,2017,2017,Male,M,0,25 to 44
Breast,26000,Washington,53,2018,2018,Female,F,563,25 to 44
Breast,26000,Washington,53,2018,2018,Male,M,0,25 to 44
Breast,26000,West Virginia,54,2014,2014,Female,F,102,25 to 44
Breast,26000,West Virginia,54,2014,2014,Male,M,0,25 to 44
Breast,26000,West Virginia,54,2015,2015,Female,F,116,25 to 44
Breast,26000,West Virginia,54,2015,2015,Male,M,0,25 to 44
Breast,26000,West Virginia,54,2016,2016,Female,F,115,25 to 44
Breast,26000,West Virginia,54,2016,2016,Male,M,0,25 to 44
Breast,26000,West Virginia,54,2017,2017,Female,F,104,25 to 44
Breast,26000,West Virginia,54,2017,2017,Male,M,0,25 to 44
Breast,26000,West Virginia,54,2018,2018,Female,F,122,25 to 44
Breast,26000,West Virginia,54,2018,2018,Male,M,0,25 to 44
Breast,26000,Wisconsin,55,2014,2014,Female,F,396,25 to 44
Breast,26000,Wisconsin,55,2014,2014,Male,M,0,25 to 44
Breast,26000,Wisconsin,55,2015,2015,Female,F,395,25 to 44
Breast,26000,Wisconsin,55,2015,2015,Male,M,0,25 to 44
Breast,26000,Wisconsin,55,2016,2016,Female,F,400,25 to 44
Breast,26000,Wisconsin,55,2016,2016,Male,M,0,25 to 44
Breast,26000,Wisconsin,55,2017,2017,Female,F,407,25 to 44
Breast,26000,Wisconsin,55,2017,2017,Male,M,0,25 to 44
Breast,26000,Wisconsin,55,2018,2018,Female,F,422,25 to 44
Breast,26000,Wisconsin,55,2018,2018,Male,M,0,25 to 44
Breast,26000,Wyoming,56,2014,2014,Female,F,33,25 to 44
Breast,26000,Wyoming,56,2014,2014,Male,M,0,25 to 44
Breast,26000,Wyoming,56,2015,2015,Female,F,40,25 to 44
Breast,26000,Wyoming,56,2015,2015,Male,M,0,25 to 44
Breast,26000,Wyoming,56,2016,2016,Female,F,29,25 to 44
Breast,26000,Wyoming,56,2016,2016,Male,M,0,25 to 44
Breast,26000,Wyoming,56,2017,2017,Female,F,34,25 to 44
Breast,26000,Wyoming,56,2017,2017,Male,M,0,25 to 44
Breast,26000,Wyoming,56,2018,2018,Female,F,38,25 to 44
Breast,26000,Wyoming,56,2018,2018,Male,M,0,25 to 44
Lung and Bronchus,22030,Alabama,1,2014,2014,Female,F,0,25 to 44
Lung and Bronchus,22030,Alabama,1,2014,2014,Male,M,20,25 to 44
Lung and Bronchus,22030,Alabama,1,2015,2015,Female,F,19,25 to 44
Lung and Bronchus,22030,Alabama,1,2015,2015,Male,M,22,25 to 44
Lung and Bronchus,22030,Alabama,1,2016,2016,Female,F,18,25 to 44
Lung and Bronchus,22030,Alabama,1,2016,2016,Male,M,18,25 to 44
Lung and Bronchus,22030,Alabama,1,2017,2017,Female,F,20,25 to 44
Lung and Bronchus,22030,Alabama,1,2017,2017,Male,M,19,25 to 44
Lung and Bronchus,22030,Alabama,1,2018,2018,Female,F,24,25 to 44
Lung and Bronchus,22030,Alabama,1,2018,2018,Male,M,20,25 to 44
Lung and Bronchus,22030,Alaska,2,2014,2014,Female,F,0,25 to 44
Lung and Bronchus,22030,Alaska,2,2014,2014,Male,M,0,25 to 44
Lung and Bronchus,22030,Alaska,2,2015,2015,Female,F,0,25 to 44
Lung and Bronchus,22030,Alaska,2,2015,2015,Male,M,0,25 to 44
Lung and Bronchus,22030,Alaska,2,2016,2016,Female,F,0,25 to 44
Lung and Bronchus,22030,Alaska,2,2016,2016,Male,M,0,25 to 44
Lung and Bronchus,22030,Alaska,2,2017,2017,Female,F,0,25 to 44
Lung and Bronchus,22030,Alaska,2,2017,2017,Male,M,0,25 to 44
Lung and Bronchus,22030,Alaska,2,2018,2018,Female,F,0,25 to 44
Lung and Bronchus,22030,Alaska,2,2018,2018,Male,M,0,25 to 44
Lung and Bronchus,22030,Arizona,4,2014,2014,Female,F,21,25 to 44
Lung and Bronchus,22030,Arizona,4,2014,2014,Male,M,0,25 to 44
Lung and Bronchus,22030,Arizona,4,2015,2015,Female,F,16,25 to 44
Lung and Bronchus,22030,Arizona,4,2015,2015,Male,M,0,25 to 44
Lung and Bronchus,22030,Arizona,4,2016,2016,Female,F,0,25 to 44
Lung and Bronchus,22030,Arizona,4,2016,2016,Male,M,0,25 to 44
Lung and Bronchus,22030,Arizona,4,2017,2017,Female,F,19,25 to 44
Lung and Bronchus,22030,Arizona,4,2017,2017,Male,M,18,25 to 44
Lung and Bronchus,22030,Arizona,4,2018,2018,Female,F,17,25 to 44
Lung and Bronchus,22030,Arizona,4,2018,2018,Male,M,0,25 to 44
Lung and Bronchus,22030,Arkansas,5,2014,2014,Female,F,17,25 to 44
Lung and Bronchus,22030,Arkansas,5,2014,2014,Male,M,19,25 to 44
Lung and Bronchus,22030,Arkansas,5,2015,2015,Female,F,20,25 to 44
Lung and Bronchus,22030,Arkansas,5,2015,2015,Male,M,0,25 to 44
Lung and Bronchus,22030,Arkansas,5,2016,2016,Female,F,21,25 to 44
Lung and Bronchus,22030,Arkansas,5,2016,2016,Male,M,24,25 to 44
Lung and Bronchus,22030,Arkansas,5,2017,2017,Female,F,0,25 to 44
Lung and Bronchus,22030,Arkansas,5,2017,2017,Male,M,0,25 to 44
Lung and Bronchus,22030,Arkansas,5,2018,2018,Female,F,0,25 to 44
Lung and Bronchus,22030,Arkansas,5,2018,2018,Male,M,0,25 to 44
Lung and Bronchus,22030,California,6,2014,2014,Female,F,115,25 to 44
Lung and Bronchus,22030,California,6,2014,2014,Male,M,95,25 to 44
Lung and Bronchus,22030,California,6,2015,2015,Female,F,114,25 to 44
Lung and Bronchus,22030,California,6,2015,2015,Male,M,101,25 to 44
Lung and Bronchus,22030,California,6,2016,2016,Female,F,113,25 to 44
Lung and Bronchus,22030,California,6,2016,2016,Male,M,87,25 to 44
Lung and Bronchus,22030,California,6,2017,2017,Female,F,100,25 to 44
Lung and Bronchus,22030,California,6,2017,2017,Male,M,86,25 to 44
Lung and Bronchus,22030,California,6,2018,2018,Female,F,129,25 to 44
Lung and Bronchus,22030,California,6,2018,2018,Male,M,110,25 to 44
Lung and Bronchus,22030,Colorado,8,2014,2014,Female,F,0,25 to 44
Lung and Bronchus,22030,Colorado,8,2014,2014,Male,M,0,25 to 44
Lung and Bronchus,22030,Colorado,8,2015,2015,Female,F,16,25 to 44
Lung and Bronchus,22030,Colorado,8,2015,2015,Male,M,17,25 to 44
Lung and Bronchus,22030,Colorado,8,2016,2016,Female,F,17,25 to 44
Lung and Bronchus,22030,Colorado,8,2016,2016,Male,M,0,25 to 44
Lung and Bronchus,22030,Colorado,8,2017,2017,Female,F,19,25 to 44
Lung and Bronchus,22030,Colorado,8,2017,2017,Male,M,0,25 to 44
Lung and Bronchus,22030,Colorado,8,2018,2018,Female,F,21,25 to 44
Lung and Bronchus,22030,Colorado,8,2018,2018,Male,M,0,25 to 44
Lung and Bronchus,22030,Connecticut,9,2014,2014,Female,F,0,25 to 44
Lung and Bronchus,22030,Connecticut,9,2014,2014,Male,M,0,25 to 44
Lung and Bronchus,22030,Connecticut,9,2015,2015,Female,F,17,25 to 44
Lung and Bronchus,22030,Connecticut,9,2015,2015,Male,M,0,25 to 44
Lung and Bronchus,22030,Connecticut,9,2016,2016,Female,F,16,25 to 44
Lung and Bronchus,22030,Connecticut,9,2016,2016,Male,M,0,25 to 44
Lung and Bronchus,22030,Connecticut,9,2017,2017,Female,F,0,25 to 44
Lung and Bronchus,22030,Connecticut,9,2017,2017,Male,M,0,25 to 44
Lung and Bronchus,22030,Connecticut,9,2018,2018,Female,F,0,25 to 44
Lung and Bronchus,22030,Connecticut,9,2018,2018,Male,M,0,25 to 44
Lung and Bronchus,22030,Delaware,10,2014,2014,Female,F,0,25 to 44
Lung and Bronchus,22030,Delaware,10,2014,2014,Male,M,0,25 to 44
Lung and Bronchus,22030,Delaware,10,2015,2015,Female,F,0,25 to 44
Lung and Bronchus,22030,Delaware,10,2015,2015,Male,M,0,25 to 44
Lung and Bronchus,22030,Delaware,10,2016,2016,Female,F,0,25 to 44
Lung and Bronchus,22030,Delaware,10,2016,2016,Male,M,0,25 to 44
Lung and Bronchus,22030,Delaware,10,2017,2017,Female,F,0,25 to 44
Lung and Bronchus,22030,Delaware,10,2017,2017,Male,M,0,25 to 44
Lung and Bronchus,22030,Delaware,10,2018,2018,Female,F,0,25 to 44
Lung and Bronchus,22030,Delaware,10,2018,2018,Male,M,0,25 to 44
Lung and Bronchus,22030,District of Columbia,11,2014,2014,Female,F,0,25 to 44
Lung and Bronchus,22030,District of Columbia,11,2014,2014,Male,M,0,25 to 44
Lung and Bronchus,22030,District of Columbia,11,2015,2015,Female,F,0,25 to 44
Lung and Bronchus,22030,District of Columbia,11,2015,2015,Male,M,0,25 to 44
Lung and Bronchus,22030,District of Columbia,11,2016,2016,Female,F,0,25 to 44
Lung and Bronchus,22030,District of Columbia,11,2016,2016,Male,M,0,25 to 44
Lung and Bronchus,22030,District of Columbia,11,2017,2017,Female,F,0,25 to 44
Lung and Bronchus,22030,District of Columbia,11,2017,2017,Male,M,0,25 to 44
Lung and Bronchus,22030,District of Columbia,11,2018,2018,Female,F,0,25 to 44
Lung and Bronchus,22030,District of Columbia,11,2018,2018,Male,M,0,25 to 44
Lung and Bronchus,22030,Florida,12,2014,2014,Female,F,73,25 to 44
Lung and Bronchus,22030,Florida,12,2014,2014,Male,M,82,25 to 44
Lung and Bronchus,22030,Florida,12,2015,2015,Female,F,80,25 to 44
Lung and Bronchus,22030,Florida,12,2015,2015,Male,M,82,25 to 44
Lung and Bronchus,22030,Florida,12,2016,2016,Female,F,74,25 to 44
Lung and Bronchus,22030,Florida,12,2016,2016,Male,M,71,25 to 44
Lung and Bronchus,22030,Florida,12,2017,2017,Female,F,92,25 to 44
Lung and Bronchus,22030,Florida,12,2017,2017,Male,M,77,25 to 44
Lung and Bronchus,22030,Florida,12,2018,2018,Female,F,66,25 to 44
Lung and Bronchus,22030,Florida,12,2018,2018,Male,M,70,25 to 44
Lung and Bronchus,22030,Georgia,13,2014,2014,Female,F,27,25 to 44
Lung and Bronchus,22030,Georgia,13,2014,2014,Male,M,48,25 to 44
Lung and Bronchus,22030,Georgia,13,2015,2015,Female,F,40,25 to 44
Lung and Bronchus,22030,Georgia,13,2015,2015,Male,M,39,25 to 44
Lung and Bronchus,22030,Georgia,13,2016,2016,Female,F,37,25 to 44
Lung and Bronchus,22030,Georgia,13,2016,2016,Male,M,30,25 to 44
Lung and Bronchus,22030,Georgia,13,2017,2017,Female,F,30,25 to 44
Lung and Bronchus,22030,Georgia,13,2017,2017,Male,M,34,25 to 44
Lung and Bronchus,22030,Georgia,13,2018,2018,Female,F,40,25 to 44
Lung and Bronchus,22030,Georgia,13,2018,2018,Male,M,30,25 to 44
Lung and Bronchus,22030,Hawaii,15,2014,2014,Female,F,0,25 to 44
Lung and Bronchus,22030,Hawaii,15,2014,2014,Male,M,0,25 to 44
Lung and Bronchus,22030,Hawaii,15,2015,2015,Female,F,0,25 to 44
Lung and Bronchus,22030,Hawaii,15,2015,2015,Male,M,0,25 to 44
Lung and Bronchus,22030,Hawaii,15,2016,2016,Female,F,0,25 to 44
Lung and Bronchus,22030,Hawaii,15,2016,2016,Male,M,0,25 to 44
Lung and Bronchus,22030,Hawaii,15,2017,2017,Female,F,0,25 to 44
Lung and Bronchus,22030,Hawaii,15,2017,2017,Male,M,0,25 to 44
Lung and Bronchus,22030,Hawaii,15,2018,2018,Female,F,0,25 to 44
Lung and Bronchus,22030,Hawaii,15,2018,2018,Male,M,0,25 to 44
Lung and Bronchus,22030,Idaho,16,2014,2014,Female,F,0,25 to 44
Lung and Bronchus,22030,Idaho,16,2014,2014,Male,M,0,25 to 44
Lung and Bronchus,22030,Idaho,16,2015,2015,Female,F,0,25 to 44
Lung and Bronchus,22030,Idaho,16,2015,2015,Male,M,0,25 to 44
Lung and Bronchus,22030,Idaho,16,2016,2016,Female,F,0,25 to 44
Lung and Bronchus,22030,Idaho,16,2016,2016,Male,M,0,25 to 44
Lung and Bronchus,22030,Idaho,16,2017,2017,Female,F,0,25 to 44
Lung and Bronchus,22030,Idaho,16,2017,2017,Male,M,0,25 to 44
Lung and Bronchus,22030,Idaho,16,2018,2018,Female,F,0,25 to 44
Lung and Bronchus,22030,Idaho,16,2018,2018,Male,M,0,25 to 44
Lung and Bronchus,22030,Illinois,17,2014,2014,Female,F,55,25 to 44
Lung and Bronchus,22030,Illinois,17,2014,2014,Male,M,45,25 to 44
Lung and Bronchus,22030,Illinois,17,2015,2015,Female,F,58,25 to 44
Lung and Bronchus,22030,Illinois,17,2015,2015,Male,M,37,25 to 44
Lung and Bronchus,22030,Illinois,17,2016,2016,Female,F,41,25 to 44
Lung and Bronchus,22030,Illinois,17,2016,2016,Male,M,43,25 to 44
Lung and Bronchus,22030,Illinois,17,2017,2017,Female,F,43,25 to 44
Lung and Bronchus,22030,Illinois,17,2017,2017,Male,M,44,25 to 44
Lung and Bronchus,22030,Illinois,17,2018,2018,Female,F,53,25 to 44
Lung and Bronchus,22030,Illinois,17,2018,2018,Male,M,42,25 to 44
Lung and Bronchus,22030,Indiana,18,2014,2014,Female,F,32,25 to 44
Lung and Bronchus,22030,Indiana,18,2014,2014,Male,M,28,25 to 44
Lung and Bronchus,22030,Indiana,18,2015,2015,Female,F,39,25 to 44
Lung and Bronchus,22030,Indiana,18,2015,2015,Male,M,37,25 to 44
Lung and Bronchus,22030,Indiana,18,2016,2016,Female,F,42,25 to 44
Lung and Bronchus,22030,Indiana,18,2016,2016,Male,M,38,25 to 44
Lung and Bronchus,22030,Indiana,18,2017,2017,Female,F,22,25 to 44
Lung and Bronchus,22030,Indiana,18,2017,2017,Male,M,25,25 to 44
Lung and Bronchus,22030,Indiana,18,2018,2018,Female,F,32,25 to 44
Lung and Bronchus,22030,Indiana,18,2018,2018,Male,M,22,25 to 44
Lung and Bronchus,22030,Iowa,19,2014,2014,Female,F,25,25 to 44
Lung and Bronchus,22030,Iowa,19,2014,2014,Male,M,0,25 to 44
Lung and Bronchus,22030,Iowa,19,2015,2015,Female,F,16,25 to 44
Lung and Bronchus,22030,Iowa,19,2015,2015,Male,M,0,25 to 44
Lung and Bronchus,22030,Iowa,19,2016,2016,Female,F,0,25 to 44
Lung and Bronchus,22030,Iowa,19,2016,2016,Male,M,0,25 to 44
Lung and Bronchus,22030,Iowa,19,2017,2017,Female,F,0,25 to 44
Lung and Bronchus,22030,Iowa,19,2017,2017,Male,M,20,25 to 44
Lung and Bronchus,22030,Iowa,19,2018,2018,Female,F,0,25 to 44
Lung and Bronchus,22030,Iowa,19,2018,2018,Male,M,17,25 to 44
Lung and Bronchus,22030,Kansas,20,2014,2014,Female,F,0,25 to 44
Lung and Bronchus,22030,Kansas,20,2014,2014,Male,M,0,25 to 44
Lung and Bronchus,22030,Kansas,20,2015,2015,Female,F,0,25 to 44
Lung and Bronchus,22030,Kansas,20,2015,2015,Male,M,0,25 to 44
Lung and Bronchus,22030,Kansas,20,2016,2016,Female,F,0,25 to 44
Lung and Bronchus,22030,Kansas,20,2016,2016,Male,M,0,25 to 44
Lung and Bronchus,22030,Kansas,20,2017,2017,Female,F,0,25 to 44
Lung and Bronchus,22030,Kansas,20,2017,2017,Male,M,0,25 to 44
Lung and Bronchus,22030,Kansas,20,2018,2018,Female,F,0,25 to 44
Lung and Bronchus,22030,Kansas,20,2018,2018,Male,M,0,25 to 44
Lung and Bronchus,22030,Kentucky,21,2014,2014,Female,F,31,25 to 44
Lung and Bronchus,22030,Kentucky,21,2014,2014,Male,M,36,25 to 44
Lung and Bronchus,22030,Kentucky,21,2015,2015,Female,F,37,25 to 44
Lung and Bronchus,22030,Kentucky,21,2015,2015,Male,M,28,25 to 44
Lung and Bronchus,22030,Kentucky,21,2016,2016,Female,F,34,25 to 44
Lung and Bronchus,22030,Kentucky,21,2016,2016,Male,M,30,25 to 44
Lung and Bronchus,22030,Kentucky,21,2017,2017,Female,F,27,25 to 44
Lung and Bronchus,22030,Kentucky,21,2017,2017,Male,M,23,25 to 44
Lung and Bronchus,22030,Kentucky,21,2018,2018,Female,F,25,25 to 44
Lung and Bronchus,22030,Kentucky,21,2018,2018,Male,M,20,25 to 44
Lung and Bronchus,22030,Louisiana,22,2014,2014,Female,F,19,25 to 44
Lung and Bronchus,22030,Louisiana,22,2014,2014,Male,M,25,25 to 44
Lung and Bronchus,22030,Louisiana,22,2015,2015,Female,F,18,25 to 44
Lung and Bronchus,22030,Louisiana,22,2015,2015,Male,M,0,25 to 44
Lung and Bronchus,22030,Louisiana,22,2016,2016,Female,F,0,25 to 44
Lung and Bronchus,22030,Louisiana,22,2016,2016,Male,M,18,25 to 44
Lung and Bronchus,22030,Louisiana,22,2017,2017,Female,F,18,25 to 44
Lung and Bronchus,22030,Louisiana,22,2017,2017,Male,M,26,25 to 44
Lung and Bronchus,22030,Louisiana,22,2018,2018,Female,F,0,25 to 44
Lung and Bronchus,22030,Louisiana,22,2018,2018,Male,M,29,25 to 44
Lung and Bronchus,22030,Maine,23,2014,2014,Female,F,0,25 to 44
Lung and Bronchus,22030,Maine,23,2014,2014,Male,M,0,25 to 44
Lung and Bronchus,22030,Maine,23,2015,2015,Female,F,0,25 to 44
Lung and Bronchus,22030,Maine,23,2015,2015,Male,M,0,25 to 44
Lung and Bronchus,22030,Maine,23,2016,2016,Female,F,0,25 to 44
Lung and Bronchus,22030,Maine,23,2016,2016,Male,M,0,25 to 44
Lung and Bronchus,22030,Maine,23,2017,2017,Female,F,0,25 to 44
Lung and Bronchus,22030,Maine,23,2017,2017,Male,M,0,25 to 44
Lung and Bronchus,22030,Maine,23,2018,2018,Female,F,0,25 to 44
Lung and Bronchus,22030,Maine,23,2018,2018,Male,M,0,25 to 44
Lung and Bronchus,22030,Maryland,24,2014,2014,Female,F,20,25 to 44
Lung and Bronchus,22030,Maryland,24,2014,2014,Male,M,24,25 to 44
Lung and Bronchus,22030,Maryland,24,2015,2015,Female,F,0,25 to 44
Lung and Bronchus,22030,Maryland,24,2015,2015,Male,M,22,25 to 44
Lung and Bronchus,22030,Maryland,24,2016,2016,Female,F,23,25 to 44
Lung and Bronchus,22030,Maryland,24,2016,2016,Male,M,19,25 to 44
Lung and Bronchus,22030,Maryland,24,2017,2017,Female,F,26,25 to 44
Lung and Bronchus,22030,Maryland,24,2017,2017,Male,M,21,25 to 44
Lung and Bronchus,22030,Maryland,24,2018,2018,Female,F,0,25 to 44
Lung and Bronchus,22030,Maryland,24,2018,2018,Male,M,20,25 to 44
Lung and Bronchus,22030,Massachusetts,25,2014,2014,Female,F,24,25 to 44
Lung and Bronchus,22030,Massachusetts,25,2014,2014,Male,M,26,25 to 44
Lung and Bronchus,22030,Massachusetts,25,2015,2015,Female,F,28,25 to 44
Lung and Bronchus,22030,Massachusetts,25,2015,2015,Male,M,25,25 to 44
Lung and Bronchus,22030,Massachusetts,25,2016,2016,Female,F,33,25 to 44
Lung and Bronchus,22030,Massachusetts,25,2016,2016,Male,M,0,25 to 44
Lung and Bronchus,22030,Massachusetts,25,2017,2017,Female,F,22,25 to 44
Lung and Bronchus,22030,Massachusetts,25,2017,2017,Male,M,18,25 to 44
Lung and Bronchus,22030,Massachusetts,25,2018,2018,Female,F,16,25 to 44
Lung and Bronchus,22030,Massachusetts,25,2018,2018,Male,M,21,25 to 44
Lung and Bronchus,22030,Michigan,26,2014,2014,Female,F,48,25 to 44
Lung and Bronchus,22030,Michigan,26,2014,2014,Male,M,42,25 to 44
Lung and Bronchus,22030,Michigan,26,2015,2015,Female,F,52,25 to 44
Lung and Bronchus,22030,Michigan,26,2015,2015,Male,M,39,25 to 44
Lung and Bronchus,22030,Michigan,26,2016,2016,Female,F,38,25 to 44
Lung and Bronchus,22030,Michigan,26,2016,2016,Male,M,46,25 to 44
Lung and Bronchus,22030,Michigan,26,2017,2017,Female,F,40,25 to 44
Lung and Bronchus,22030,Michigan,26,2017,2017,Male,M,40,25 to 44
Lung and Bronchus,22030,Michigan,26,2018,2018,Female,F,35,25 to 44
Lung and Bronchus,22030,Michigan,26,2018,2018,Male,M,32,25 to 44
Lung and Bronchus,22030,Minnesota,27,2014,2014,Female,F,0,25 to 44
Lung and Bronchus,22030,Minnesota,27,2014,2014,Male,M,16,25 to 44
Lung and Bronchus,22030,Minnesota,27,2015,2015,Female,F,18,25 to 44
Lung and Bronchus,22030,Minnesota,27,2015,2015,Male,M,18,25 to 44
Lung and Bronchus,22030,Minnesota,27,2016,2016,Female,F,24,25 to 44
Lung and Bronchus,22030,Minnesota,27,2016,2016,Male,M,22,25 to 44
Lung and Bronchus,22030,Minnesota,27,2017,2017,Female,F,19,25 to 44
Lung and Bronchus,22030,Minnesota,27,2017,2017,Male,M,0,25 to 44
Lung and Bronchus,22030,Minnesota,27,2018,2018,Female,F,21,25 to 44
Lung and Bronchus,22030,Minnesota,27,2018,2018,Male,M,0,25 to 44
Lung and Bronchus,22030,Mississippi,28,2014,2014,Female,F,0,25 to 44
Lung and Bronchus,22030,Mississippi,28,2014,2014,Male,M,0,25 to 44
Lung and Bronchus,22030,Mississippi,28,2015,2015,Female,F,0,25 to 44
Lung and Bronchus,22030,Mississippi,28,2015,2015,Male,M,18,25 to 44
Lung and Bronchus,22030,Mississippi,28,2016,2016,Female,F,0,25 to 44
Lung and Bronchus,22030,Mississippi,28,2016,2016,Male,M,22,25 to 44
Lung and Bronchus,22030,Mississippi,28,2017,2017,Female,F,17,25 to 44
Lung and Bronchus,22030,Mississippi,28,2017,2017,Male,M,0,25 to 44
Lung and Bronchus,22030,Mississippi,28,2018,2018,Female,F,17,25 to 44
Lung and Bronchus,22030,Mississippi,28,2018,2018,Male,M,0,25 to 44
Lung and Bronchus,22030,Missouri,29,2014,2014,Female,F,24,25 to 44
Lung and Bronchus,22030,Missouri,29,2014,2014,Male,M,32,25 to 44
Lung and Bronchus,22030,Missouri,29,2015,2015,Female,F,22,25 to 44
Lung and Bronchus,22030,Missouri,29,2015,2015,Male,M,28,25 to 44
